title,author,isbn,available
Gastronomia divina (L'Ã¡ncora),Eugeni Perea SimÃ³n,8423324311,true
Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,8427007450,true
Hotel Europa (El BalancÃ­),VicenÃ§ Villatoro,8429734996,true
La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃ­),VÃ­ctor Mora,8429736131,true
El paraÃ­so (Tiempos modernos),Elena Castedo,8440616252,true
Negra i consentida (ColÂ¨lecciÃ³ El Mirall),OfÃ¨lia Dracs,8472224260,true
Essa efa (ColÂ¨lecciÃ³ El Mirall i el temps),OfÃ¨lia Dracs,8472227421,true
Espurnes de sang (La Negra),Antoni Serra,8474103347,true
Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,8475960936,true
TrÃ nsit (Area contemporÃ nia),Jaume CapÃ³,8477830029,true
L'home del sac,MÃ rius Serra,8478091246,true
GrÃ cies per la propina (Columna),Ferran Torrent,8478097732,true
El dia que es va cremar el Liceu (La primera Columna),Joan Agut,8478098267,true
CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Carmen Rico-Godoy,8478800336,true
Una casa en Irlanda,Maeve Binchy,8478884963,true
La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,8483002523,true
Amorrada al pilÃ³ (Columna),Maria JaÃ©n,8486433193,true
Blur (Melody Maker),Paul Lester,600586898,true
War and Peace (Wordsworth Classics),Leo Tolstoy,1853260622,true
A-Z of Behaving Badly,Simon Nye,1857938011,true
He Understanding Masculine Psychology,Robert A Johnson,60804157,true
Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,8466601090,true
You Can Surf the Net: Your Guide to the World of the Internet,Marc Gascoigne,140382658,true
I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,152012966,true
Alice's Tulips,Sandra Dallas,312283784,true
Centaur Aisle,Piers Anthony,345297709,true
Crewel Lye,Piers Anthony,345313097,true
Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,345335465,true
Last Sword of Power (Stones of Power),David Gemmell,345416848,true
Dating Big Bird,Laura Zigman,385333404,true
The Firm,John Grisham,044021145X,true
Murder at the Kennedy Center (Capital Crime Mysteries),Margaret Truman,449212084,true
"Guinness World Records 2000 (Guinness Book of Records, 2000)",Nic Kynaston,553582682,true
Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,590947257,true
Philip Jose Farmer's The Dungeon,Richard A. Lupoff,074345829X,true
Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Carrie Bebris,786913878,true
"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",Ellen Carol Dubois,801491827,true
Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,816729913,true
Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,Sam Bobrick,843136685,true
Black Beauty (Great Illustrated Classics (Playmore)),Anna Sewell,866119531,true
Oliver Twist (Great Illustrated Classics),Charles Dickens,866119566,true
The wild ponies of Assateague Island (Books for young explorers),Donna K Grosvenor,870441663,true
Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1561561428,true
The Scarlet Letter,NATHANIEL HAWTHORNE,553210092,true
Dragonsong (Harper Hall Trilogy),Anne McCaffrey,553258524,true
The Watch House,Robert Westall,688163726,true
Was It Something I Said?,Valerie Block,1569471096,true
Cloud Nine,Luanne Rice,055358099X,true
The Lovely Bones,Alice Sebold,316168815,true
The Tortilla Curtain,T. Coraghessan Boyle,014023828X,true
Sarah Conley,Ellen Gilchrist,316314927,true
A Widow for One Year,JOHN IRVING,345424719,true
The Clearing,TIM GAUTREAUX,375414746,true
Empire Falls,Richard Russo,375726403,true
Oryx and Crake,Margaret Atwood,385503857,true
Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,425156842,true
Black and Blue,ANNA QUINDLEN,440226104,true
Le Divorce (William Abrahams Book),Diane Johnson,452277337,true
The Face,DEAN KOONTZ,553802488,true
She's Come Undone (Oprah's Book Club),Wally Lamb,671021001,true
Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,767903579,true
Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,805063897,true
"The Game of Kings (Lymond Chronicles, 1)",DOROTHY DUNNETT,679777431,true
"RUSSIA HOUSE, THE",JOHN LE CARRE,553285343,true
Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),A. C. Gordon,486285529,true
The First Wives Club Movie Tie In,Olivia Goldsmith,671002481,true
Selected Poems of Emily Dickinson,Emily Dickinson,812523385,true
Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,895774666,true
Joshua In the Holy Land,Joseph Girzone,20199090,true
The Messenger,JOSEPH GIRZONE,385495145,true
Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,679733825,true
Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,842329129,true
Househusband,AD HUDLER,345451260,true
Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,740700235,true
Letters from a Nut,Ted L. Nancy,380973545,true
Karl Marx: A Life,Francis Wheen,393321576,true
The Shining,Stephen King,743424425,true
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,786868015,true
The Sky Is Falling,Sidney Sheldon,446610178,true
Santa Pete : A Novel Of Christmas Present And Past,Christopher Moore,684854953,true
Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,743229878,true
The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,380617625,true
Florida Road Kill: A Novel,Tim Dorsey,380732335,true
The 37th Hour,JODI COMPTON,385337132,true
Be Cool,Elmore Leonard,440235057,true
The Hunted,Elmore Leonard,445402040,true
The Saints of Big Harbour: A Novel,Lynn Coady,618119760,true
Old Flames,John Lawton,871138646,true
From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,26329859,true
Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,60621257,true
The Bean Trees,Barbara Kingsolver,60915544,true
Homeland and Other Stories,Barbara Kingsolver,60917016,true
"A Suitable Boy : Novel, A",Vikram Seth,60925000,true
Daughter of Fortune,Isabel Allende,60932759,true
The Fly on the Wall,Tony Hillerman,61000280,true
Cranford (The World's Classics),Elizabeth Gaskell,192815318,true
The Red Tent (Bestselling Backlist),Anita Diamant,312195516,true
The Right Hand of Amon,Lauren Haney,380792664,true
Last Blue: Poems,Gerald Stern,393048977,true
The Cat Who Wasn't There,Lilian Jackson Braun,399137807,true
Isle of Dogs,Patricia Daniels Cornwell,039914739X,true
Light a Penny Candle,Maeve Binchy,451203046,true
The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,451410556,true
Turn of the Screw and Short N,Henry James,451523318,true
The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,486281965,true
Early Poems (Dover Thrift Editions),William Carlos Williams,486292940,true
Barchester Towers (Oxford Pocket Classics),Anthony Trollope,051762639X,true
REEF,Edith Wharton,684824442,true
Wednesday the Rabbi Got Wet,Harry Kemelman,743458303,true
Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,081296666X,true
Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,819215635,true
Unattainable Earth,Czeslaw Milosz,880011025,true
"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,1561011525,true
Vertical Poetry: Recent Poems,Roberto Juarroz,1877727083,true
Rubinstein's Chess Masterpieces,Akiba Rubinstein,486206173,true
The Nanny Diaries: A Novel,Emma McLaughlin,312278586,true
Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,8845229041,true
I Giorni Dell'abbandono,Elena Ferrante,887641486X,true
The Gizmo,Paul Jennings,140370900,true
The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",674511255,true
Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,30096189,true
Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,312965745,true
Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,345374657,true
"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,395710901,true
Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,080521061X,true
Oil Painting Techniques (Artist's Painting Library),David Lewis,823032612,true
Going down swinging,Billie Livingston,679310002,true
Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,312288115,true
Like a Hole in the Head,Jen Banbury,316171107,true
Postmortem,Patricia Daniels Cornwell,380710218,true
The Cove,Catherine Coulter,515118656,true
An Inconvenient Woman,Dominick Dunne,553289063,true
Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,671000306,true
While My Pretty One Sleeps,Mary Higgins Clark,671673688,true
Antipodes 10,John Pascal,1561672033,true
Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,425178242,true
Everything Is Illuminated: A Novel,Jonathan Safran Foer,618173870,true
Life of Pi,Yann Martel,156027321,true
Rules of the Wild,Francesca Marciano,375403582,true
Three Junes,JULIA GLASS,385721420,true
Back Roads,Tawni O'Dell,451202341,true
In Her Shoes : A Novel,Jennifer Weiner,743418190,true
The Kiss,Danielle Steel,385335407,true
Home Spun: A Collection,Leon Hale,965746828,true
Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,60923245,true
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,486272664,true
11th Hour,Bradley Warshauer,786015276,true
In Country RI,Bobbie Ann Mason,60913509,true
Brazen Virtue,Nora Roberts,553272837,true
Ghost Moon,Karen Robards,440225078,true
Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen,312145543,true
Strangers,Dean R. Koontz,425181111,true
Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,380732688,true
The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,140286276,true
Night Tales,Nora Roberts,373484100,true
A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,449907481,true
Chopping Spree,DIANE MOTT DAVIDSON,553107305,true
Four Blondes,Candace Bushnell,080213825X,true
River's End,Nora Roberts,515127833,true
Summer Island,KRISTIN HANNAH,345441133,true
The Straw Men,Michael Marshall,515134279,true
The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome,945586051,true
The Street Lawyer,John Grisham,385490992,true
The Chamber,John Grisham,385424728,true
Warlock : A Novel of Ancient Egypt,Wilbur Smith,312980388,true
The Teacher from the Black Lagoon,Mike Thaler,590419625,true
The Partner,John Grisham,385472951,true
Primal Scream,Michael Slade,451195663,true
Chosen Prey,John Sandford,425182878,true
Guilty as Sin,TAMI HOAG,553564528,true
Night Sins,TAMI HOAG,055356451X,true
The Second Time Around : A Novel,Mary Higgins Clark,743412621,true
Three,Ted Dekker,849943728,true
The Canopy,Angela Elwell Hunt,849943450,true
Blink,Ted Dekker,084994371X,true
Last Battle,C. S. Lewis,590406019,true
Prince Caspian,C. S. Lewis,20442408,true
Robert's Rules of Order,William Eisner,553225987,true
Abduction,Robin Cook,042517736X,true
And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,671868713,true
Not a Day Goes By : A Novel,E. LYNN HARRIS,038549825X,true
Sun Signs,Linda Goodman,553202294,true
"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,345313860,true
The Mummy or Ramses the Damned,Anne Rice,345369947,true
HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,067170124X,true
Her Mother's Daughter,Marilyn French,345353625,true
Your Erroneous Zones,Wayne W. Dyer,308102282,true
The Night Listener,Armistead Maupin,006017143X,true
Organizing from the Inside Out,Julie Morgenstern,805056491,true
The Hellfire Club,Peter Straub,679401377,true
"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack,1562827049,true
Vanished,Danielle Steel,385306032,true
The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford,816152446,true
The Morning After,Lisa Jackson,821772953,true
Missing Susan,SHARYN MCCRUMB,345379454,true
Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,553576925,true
Kitchen Privileges : A Memoir,Mary Higgins Clark,743206053,true
We Are Our Mothers' Daughters,Cokie Roberts,688169678,true
Horus's Horrible Day (First Graders from Mars),Shana Corey,439319552,true
My Garden (Beginning Literacy),Jesse S. Ostrow,590870157,true
101 Dalmatians,Justine Korman,307001164,true
In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,440441501,true
Ralph S. Mouse,Beverly Cleary,590687301,true
"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,439061644,true
How Do Dinosaurs Learn to Read,Jane Yolen,439569842,true
My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,307118703,true
You Be the Jury #02,Marvin Miller,590418858,true
Comic Characters,Craig Boldman,030720152X,true
The Time Machine (Troll Illustrated Classics),H. G. Wells,816728739,true
I Like School (in My World Series),Bobbie Kalman,865050880,true
Sacred Ground,Mercedes Lackey,812519655,true
Burning Water (Burning Water),Mercedes Lackey,812524853,true
The Tightrope Walker,Dorothy Gilman,449211770,true
MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,193072229X,true
Children of the Night,Mercedes Lackey,812521129,true
Rainbow the Stormy Life of Judy Garland,Christopher Finch,345251733,true
Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,1400077826,true
A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,312995431,true
Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,312312628,true
Daisy Fay and the Miracle Man,Fannie Flagg,446394521,true
Little House On the Prairie,Laura Ingall Wilder,590021117,true
Angela's Ashes: A Memoir,Frank McCourt,068484267X,true
The Next Accident,LISA GARDNER,553578693,true
Socks (Cleary Reissue),Beverly Cleary,380709260,true
"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Gertrude Chandler Warner,807565288,true
In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,312986769,true
"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,345413377,true
"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,345413369,true
"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,679893105,true
Eyeshot,Lynn S. Hightower,61096091,true
"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,345369068,true
The Rosewood Casket,Sharyn McCrumb,451184718,true
The Amazing Mrs. Pollifax,Dorothy Gilman,449209121,true
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,60938455,true
The Unsung Hero,Suzanne Brockmann,080411952X,true
"Two Princesses of Bamarre, The",Gail Carson Levine,60575808,true
Ella Enchanted (rack),Gail Carson Levine,60558865,true
Passing for Thin : Losing Half My Weight and Finding My Self,FRANCES KUFFEL,767912918,true
Bloodlines (Dog Lover's Mysteries),Susan Conant,553298860,true
Kissing in Manhattan,DAVID SCHICKLER,385335679,true
Echoes,Maeve Binchy,440122090,true
Someone to Watch Over Me : A Novel,Judith McNaught,671525832,true
The Toynbee Convector,Ray Bradbury,553279572,true
One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,61009059,true
The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,60930187,true
A polar bear called Pingo,Ilona Koidahl,516076272,true
Dark Lady,Richard North Patterson,679450432,true
The Future Scrolls,Fern Michaels,821775863,true
About Face,Fern Michaels,821770209,true
Tarot Says Beware (A Herculeah Jones Mystery),Betsy Byars,670855758,true
Globalhead,Bruce Sterling,553562819,true
Along Came a Spider (Alex Cross Novels),James Patterson,446364193,true
Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,446519138,true
The River King,Alice Hoffman,425179672,true
Final Appeal,Lisa Scottoline,61042943,true
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,399144463,true
